#Feature ID	taxonomy	Confidence
AB109438.1.1426	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Leptolinea; s__Leptolinea_tardivitalis	0.9971316693951767
AB109880.1.943	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia	0.9999999978444389
AB110635.1.1474	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	0.90924297946626
AB114618.1.1451	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999978588486547
AB154390.1.1571	d__Bacteria; p__Firmicutes; c__Desulfotomaculia; o__Desulfotomaculales; f__Desulfotomaculales	0.9932994227870411
AB161330.1.943	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia	0.9999999999999891
AB161334.1.943	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__uncultured_crenarchaeote	0.8134491331934022
AB161337.1.943	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__uncultured_methanogenic	0.9458753046442153
AB161348.1.913	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__uncultured; f__uncultured; g__uncultured; s__uncultured_archaeon	0.8355135506351522
AB166731.1.1478	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thiomicrospiraceae; g__Thiomicrospira	0.999902244567693
AB166733.1.1397	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiothrix; s__Thiothrix_sp.	0.7861884709516163
AB175573.1.941	d__Archaea; p__Asgardarchaeota; c__Odinarchaeia; o__Odinarchaeia; f__Odinarchaeia; g__Odinarchaeia	0.9950833412882264
AB177005.1.906	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__marine_metagenome	0.9917806545538255
AB177021.1.906	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__uncultured_archaeon	0.8462020533545846
AB177152.1.1412	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_bacterium	0.860379910308985
AB177153.1.1422	d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__Calditrichaceae	0.9999690749112295
AB177163.1.1426	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_bacterium	0.9967848565054775
AB177180.1.1421	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485	0.968354389223949
AB177184.1.1413	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__uncultured_bacterium	0.9920090810623508
AB177188.1.1384	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium	0.7214923875174479
AB177189.1.1385	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Sh765B-AG-111; f__Sh765B-AG-111; g__Sh765B-AG-111; s__uncultured_bacterium	0.9928579157185837
AB177190.1.1449	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta	0.7962589003287158
AB177208.1.1416	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter	0.7878674129067195
AB177210.1.1369	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Sh765B-AG-111; f__Sh765B-AG-111; g__Sh765B-AG-111; s__uncultured_bacterium	0.9988634067551118
AB177212.1.1452	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__AKAU3564_sediment_group; g__AKAU3564_sediment_group; s__uncultured_bacterium	0.9970598347867009
AB177264.1.933	d__Archaea; p__Asgardarchaeota; c__Lokiarchaeia; o__Lokiarchaeia; f__Lokiarchaeia; g__Lokiarchaeia; s__uncultured_archaeon	0.8559094984081832
AB179535.1.1511	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	0.9999982566502998
AB179678.1.1413	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Candidatus_Magasanikbacteria; g__Candidatus_Magasanikbacteria; s__Candidatus_Falkowbacteria	0.7036499120359763
AB184539.1.1479	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9996572165830508
AB186797.1.1510	d__Bacteria; p__TA06; c__TA06; o__TA06; f__TA06; g__TA06; s__uncultured_soil	0.9999843415375105
AB186825.1.1363	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Rhodospirillaceae	0.9913196090390899
AB186842.1.1513	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__1013-28-CG33; f__1013-28-CG33; g__1013-28-CG33; s__uncultured_bacterium	0.99913842851219
AB186853.1.1521	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__Desulfoprunum; s__uncultured_bacterium	0.9809597646987694
AB189692.1.1315	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__vadinBA26; f__vadinBA26; g__vadinBA26; s__uncultured_bacterium	0.9995861425125099
AB195908.1.1496	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__uncultured; s__uncultured_bacterium	0.8588285098829214
AB195985.1.1410	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	0.7323304847054004
AB201626.1.1446	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999999658059928
AB205576.1.1426	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella_morhuae	0.7404409230013862
AB232339.1.1373	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.9995277797636437
AB232362.1.1289	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Desulfovibrio_hontreensis	0.7532164932369275
AB232785.1.1455	d__Bacteria; p__Firmicutes; c__Desulfotomaculia; o__Desulfotomaculales; f__Desulfotomaculales; g__Pelotomaculum; s__uncultured_bacterium	0.7065925807866587
AB232813.1.1413	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9999999706162981
AB234252.1.1496	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__Ignavibacterium; s__uncultured_bacterium	0.9948950150815032
AB234265.1.1529	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus; s__uncultured_bacterium	0.8978658133926974
AB234266.1.1460	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae	0.9999983216800543
AB236063.1.1325	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium	0.9999999845352078
AB236092.1.1325	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium	0.9999999892902489
AB236115.1.1326	d__Archaea; p__Halobacterota; c__Methanocellia; o__Methanocellales; f__Methanocellaceae; g__Methanocella	0.912293993305272
AB237711.1.1442	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Anaerovorax	0.9795470463484162
AB237718.1.1455	d__Bacteria; p__Firmicutes; c__Desulfotomaculia; o__Desulfotomaculales; f__Desulfotomaculales; g__Desulfurispora	0.999993320503167
AB238765.1.1487	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__uncultured_Syntrophobacter	0.7548292165088539
AB238772.1.1460	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__metagenome	0.8987474021827944
AB238778.1.1483	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta	0.7993449360212637
AB240223.1.1459	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_Anaerolineaceae	0.9606313259258535
AB240236.1.1481	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9931049314337635
AB240242.1.1484	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17	0.999994287504946
AB240263.1.1447	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.832417868017198
AB240303.1.1470	d__Bacteria; p__Fibrobacterota; c__Chitinivibrionia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9998624664027983
AB240321.1.1519	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25	0.9999998046019363
AB240344.1.1524	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus; s__uncultured_delta	0.9422938107396595
AB240347.1.1464	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031; s__uncultured_bacterium	0.9640729054022192
AB240352.1.1493	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__Ignavibacterium; s__uncultured_bacterium	0.9930651899306371
AB240354.1.1485	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999999437732964
AB240365.1.1463	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter	0.9999568048924105
AB240370.1.1476	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__uncultured; s__uncultured_soil	0.9825226235836684
AB240371.1.1518	d__Bacteria; p__RCP2-54; c__RCP2-54; o__RCP2-54; f__RCP2-54; g__RCP2-54; s__uncultured_prokaryote	0.8202826193012324
AB240466.1.1492	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999992742495627
AB240491.1.1488	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__uncultured; s__uncultured_bacterium	0.8942468810585961
AB240493.1.1508	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	0.988263756325989
AB240501.1.1483	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Gastranaerophilales; f__Gastranaerophilales; g__Gastranaerophilales	0.9999999912064952
AB243810.1.1336	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia	0.9999999999646338
AB245340.1.1490	d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27	0.9999998339920075
AB245342.1.1485	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium	0.9999686568177633
AB245344.1.1431	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella	0.9999999999569411
AB245376.1.1456	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus; s__Brevibacillus_ginsengisoli	0.8822756592739266
AB246771.1.1236	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Phaselicystidaceae; g__Phaselicystis	0.9993004678723818
AB247468.1.1493	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Acidaminobacteraceae; g__Acidaminobacter; s__uncultured_bacterium	0.9521529384596029
AB247484.1.1501	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter	0.9999999961063832
AB249372.1.1472	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium_daejeonense	0.9376794730423945
AB250555.1.1420	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Thermomarinilinea; s__uncultured_bacterium	0.9876595521424
AB250557.1.1480	d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group	0.9999999975603182
AB250558.1.1442	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_bacterium	0.9999425236937034
AB250566.1.1373	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__uncultured; s__metagenome	0.9606590972249837
AB250571.1.1366	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.7829667228477702
AB250576.1.1406	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9896064912968277
AB250577.1.1453	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfurivibrionaceae; g__MSBL7; s__uncultured_Desulfobacterales	0.9578703339874637
AB250578.1.1365	d__Bacteria; p__Planctomycetota; c__Pla4_lineage; o__Pla4_lineage; f__Pla4_lineage; g__Pla4_lineage	0.999874549370177
AB252877.1.1491	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula	0.9999968618897275
AB252882.1.1503	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JG36-GS-52; f__JG36-GS-52; g__JG36-GS-52; s__uncultured_bacterium	0.7614586493185561
AB252884.1.1503	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JG36-GS-52; f__JG36-GS-52; g__JG36-GS-52	0.999986380671469
AB252885.1.1503	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JG36-GS-52; f__JG36-GS-52; g__JG36-GS-52	0.9999877410333391
AB252928.1.1503	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1; s__uncultured_beta	0.7108314043576447
AB252931.1.1448	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Bauldia	0.8522050987148383
AB252936.1.1496	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__uncultured; g__uncultured; s__uncultured_Actinobacteridae	0.9885648497959344
AB252945.1.1589	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9044865198038443
AB252946.1.1514	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Luteitalea; s__uncultured_bacterium	0.8000644804559484
AB252949.1.1524	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Fibrobacteres	0.9999998008994936
AB252950.1.1502	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_Chlorobi	0.9271004442701413
AB252961.1.1462	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__FW22; f__FW22; g__FW22; s__uncultured_bacterium	0.9742861525772424
AB261128.1.1492	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_johnsonii	0.9985804454641255
AB262711.1.1432	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Marine_Benthic_Group_A; f__Marine_Benthic_Group_A; g__Marine_Benthic_Group_A; s__uncultured_archaeon	0.8947907838155211
AB264126.1.1422	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Nubsella; s__Nubsella_zeaxanthinifaciens	0.8353968809109634
AB266389.1.1525	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999965428577022
AB267716.1.1483	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Olivibacter; s__Olivibacter_ginsengisoli	0.9425975367880133
AB270585.1.1465	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Robiginitalea	0.9998768089117016
AB272335.1.1200	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999999896455222
AB272373.1.1283	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Paenalcaligenes	0.999968208487144
AB275938.1.1254	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Pelosinus	0.9999999962966175
AB278570.1.1478	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__Chitinophaga_terrae	0.9898763599510765
AB286362.1.1477	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	0.9999999897736547
AB286367.1.1397	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9932801653506637
AB286397.1.1410	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_bacterium	0.9999864256225133
AB286411.1.1468	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Opitutus	0.8917952718562279
AB286489.1.1443	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9856185441312735
AB286565.1.1456	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Dechloromonas	0.9754298482054584
AB286600.1.1438	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Sulfuritalea; s__uncultured_bacterium	0.7781618968267553
AB288264.1.1445	d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanosarcina	0.9999948264567733
AB288878.1.1358	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Breznakia; s__uncultured_bacterium	0.9999960889562686
AB294330.1.1461	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__uncultured; s__metagenome	0.9906171672279377
AB294346.1.1484	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	0.9987892022533191
AB294930.1.1461	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22	0.9999908417995083
AB294931.1.1422	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_organism	0.8912606712431158
AB294936.1.1486	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999842638042414
AB294950.1.1412	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiohalorhabdales; f__Thiohalorhabdaceae; g__uncultured; s__uncultured_gamma	0.9259038471077276
AB294952.1.1397	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999904303646193
AB294960.1.1475	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae	0.9999346489687585
AB294966.1.1418	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia	0.9770467493039486
AB300067.1.1406	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9; f__SG8-4; g__SG8-4; s__uncultured_bacterium	0.9199598801728971
AB300071.1.1359	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031; s__uncultured_bacterium	0.7627232278224607
AB300076.1.1335	d__Bacteria; p__Caldatribacteriota; c__JS1; o__JS1; f__JS1; g__JS1; s__uncultured_bacterium	0.7598392650488681
AB300077.1.1417	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9; f__SG8-4; g__SG8-4; s__uncultured_bacterium	0.9527222284756072
AB300081.1.1319	d__Bacteria; p__Armatimonadota; c__DG-56; o__DG-56; f__DG-56; g__DG-56; s__uncultured_bacterium	0.9996617457960733
AB300087.1.1368	d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured	0.9999999740007939
AB300089.1.1336	d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9910818445972438
AB300098.1.1280	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__H3.93; f__H3.93; g__H3.93; s__uncultured_Chloroflexi	0.947392712127045
AB300103.1.1315	d__Bacteria; p__Actinobacteriota; c__WCHB1-81; o__WCHB1-81; f__WCHB1-81; g__WCHB1-81; s__uncultured_bacterium	0.9747303037009635
